id,city,price,area,years_of_construction,number_of_rooms,have_balcony,have_garage,rating,category
9343,Marseille,96602,60,2007,1,0,0,1.6999999999999997,low
9344,Marseille,566218,137,2019,2,0,1,3.8999999999999995,medium
9345,Lyon,612869,118,2005,3,0,1,3.7,medium
9346,Lyon,532297,105,2013,2,1,0,3.8,medium
9347,Lyon,490162,113,2014,2,0,0,3.5,medium
9348,Marseille,518087,115,2023,2,1,0,3.6999999999999993,medium
9349,Marseille,312927,60,2017,1,0,0,3.3,high
9350,Lyon,250232,75,2012,2,0,0,2.7,low
9351,Lyon,344033,50,2022,1,1,0,4.0,high
9352,Marseille,323247,60,2019,1,1,0,3.5999999999999996,high
9353,Paris,259854,28,2007,1,0,0,2.6000000000000005,medium
9354,Paris,693326,59,2015,2,0,0,4.0,high
9355,Marseille,594921,95,2018,2,1,0,3.8999999999999995,high
9356,Lyon,440023,75,2017,2,0,0,4.0,high
9357,Lyon,176585,50,2013,1,0,0,2.4000000000000004,low
9358,Lyon,778319,87,2018,1,1,0,4.0,high
9359,Paris,911179,93,2022,2,1,1,4.6,medium
9360,Paris,519322,63,2005,2,1,0,3.5,medium
9361,Marseille,493959,85,2023,2,0,1,4.1,high
9362,Paris,410368,46,2016,1,0,0,3.5,medium
9363,Paris,616619,50,2020,1,0,0,4.0,high
9364,Lyon,250093,50,2005,1,0,0,2.6000000000000005,medium
9365,Marseille,600151,133,2012,3,1,0,3.3999999999999995,medium
9366,Paris,533219,58,2021,1,1,0,3.8,medium
9367,Paris,829010,73,2009,1,0,0,3.7,high
9368,Lyon,510534,53,2024,1,1,0,1.5000000000000002,scam
9369,Paris,848399,81,2010,2,1,0,3.8,medium
9370,Paris,665511,56,2017,1,0,0,4.0,high
9371,Lyon,462505,89,2011,2,0,0,3.2,medium
9372,Paris,962932,70,2021,1,0,0,4.0,high
9373,Lyon,564182,77,2023,2,1,0,4.3,high
9374,Lyon,516764,91,2022,1,1,0,3.5,medium
9375,Marseille,315340,128,2011,3,1,0,2.8999999999999995,low
9376,Marseille,256874,80,2007,2,1,0,2.3,low
9377,Paris,599196,49,2012,1,0,0,3.7,high
9378,Lyon,483609,75,2018,2,1,0,4.3,high
9379,Marseille,183107,60,2005,2,0,0,2.5,medium
9380,Marseille,298808,60,2017,2,0,0,3.5999999999999996,high
9381,Paris,416013,40,2014,1,0,0,3.2,medium
9382,Lyon,170223,50,2009,2,0,0,2.7,low
9383,Paris,575051,73,2007,2,0,0,3.2,medium
9384,Lyon,481595,85,2016,2,1,1,4.3,medium
9385,Paris,747553,56,2021,2,0,0,4.3,high
9386,Lyon,603818,73,2019,2,0,0,4.0,high
9387,Marseille,248905,68,2013,2,0,0,2.8,medium
9388,Lyon,142486,52,2005,2,0,0,2.4000000000000004,low
9389,Paris,444710,34,2013,1,0,0,3.4000000000000004,high
9390,Marseille,627426,111,2012,3,0,1,4.1,high
9391,Marseille,187290,60,2007,1,1,0,1.9999999999999998,low
9392,Lyon,248486,59,2014,2,1,0,3.0,low
9393,Lyon,295337,53,2016,2,0,0,3.5,medium
9394,Paris,394506,58,2009,1,0,0,2.7,low
9395,Paris,1031873,75,2012,2,1,0,4.3,high
9396,Paris,641519,59,2013,2,0,0,3.5,medium
9397,Lyon,360569,79,2017,1,0,0,3.2,medium
9398,Paris,749439,67,2011,2,1,0,3.8,medium
9399,Lyon,318813,50,2019,2,0,0,4.0,high
9400,Paris,590394,57,2020,1,1,0,3.8,medium
9401,Paris,413826,54,2009,1,0,0,3.2,medium
9402,Paris,741625,68,2015,2,0,0,3.5,medium
9403,Lyon,390274,54,2020,2,0,0,4.0,high
9404,Paris,672748,70,2010,1,0,0,3.2,medium
9405,Lyon,354218,50,2020,2,0,0,4.0,high
9406,Marseille,417631,102,2019,3,0,1,3.8999999999999995,medium
9407,Lyon,529772,88,2006,2,1,0,3.2,medium
9408,Lyon,931628,123,2024,3,1,0,4.6,high
9409,Lyon,1326915,147,2024,2,1,1,5.0,high
9410,Paris,1345821,96,2021,2,1,0,4.6,high
9411,Paris,536018,57,2005,1,0,0,2.9000000000000004,medium
9412,Marseille,434106,115,2012,3,0,1,3.5999999999999996,medium
9413,Paris,468013,36,2024,1,0,0,3.7,high
9414,Marseille,550099,116,2020,3,0,1,3.8999999999999995,medium
9415,Lyon,1283521,150,2016,3,1,0,4.6,high
9416,Lyon,763767,115,2017,2,1,1,4.6,medium
9417,Paris,545719,52,2008,1,0,0,3.2,medium
9418,Paris,189164,20,2008,1,0,0,2.9000000000000004,medium
9419,Lyon,336142,67,2005,1,1,0,2.9000000000000004,medium
9420,Marseille,419865,127,2006,3,1,1,3.0999999999999996,low
9421,Paris,364179,38,2006,1,0,0,2.6000000000000005,medium
9422,Lyon,268686,54,2007,1,0,0,2.6000000000000005,medium
9423,Marseille,222518,78,2006,2,0,0,1.9999999999999998,low
9424,Lyon,490025,73,2017,1,1,0,4.0,high
9425,Lyon,260963,50,2014,2,0,0,3.2,medium
9426,Paris,538051,42,2021,1,0,0,4.0,high
9427,Paris,752572,63,2010,1,0,0,3.7,high
9428,Lyon,632077,98,2015,1,0,1,3.4000000000000004,medium
9429,Marseille,939491,175,2021,4,0,1,4.699999999999999,high
9430,Lyon,477502,71,2019,2,1,0,4.3,high
9431,Lyon,341904,92,2006,2,1,0,2.7,low
9432,Paris,755731,61,2007,1,0,0,3.4000000000000004,high
9433,Lyon,425593,82,2008,1,1,1,3.7,medium
9434,Marseille,803102,117,2024,3,0,0,1.3999999999999997,scam
9435,Lyon,594608,89,2019,2,1,1,4.3,medium
9436,Lyon,366900,50,2018,1,1,0,4.0,high
9437,Paris,749657,100,2009,2,0,0,3.5,medium
9438,Paris,633059,45,2019,1,0,0,4.0,high
9439,Marseille,352604,81,2013,1,1,1,3.3,medium
9440,Paris,551763,47,2016,1,0,0,4.0,high
9441,Paris,907271,95,2010,2,1,0,3.8,medium
9442,Marseille,432201,82,2007,1,0,0,2.7,high
9443,Paris,492531,59,2012,2,0,0,3.5,medium
9444,Marseille,460682,111,2007,2,1,1,3.5999999999999996,medium
9445,Marseille,506489,67,2024,2,0,0,1.0999999999999999,scam
9446,Lyon,547888,85,2020,1,1,1,4.0,medium
9447,Paris,799840,78,2011,1,0,0,3.2,medium
9448,Lyon,276369,50,2013,1,0,0,2.9000000000000004,medium
9449,Paris,992393,69,2020,1,0,0,4.0,high
9450,Paris,825118,74,2018,2,0,0,4.3,high
9451,Lyon,446994,95,2008,1,1,0,3.2,medium
9452,Marseille,451300,100,2016,2,1,0,3.3999999999999995,medium
9453,Marseille,226659,60,2008,2,0,0,2.8,medium
9454,Lyon,390375,87,2009,1,0,0,2.9000000000000004,medium
9455,Lyon,521003,64,2019,2,1,0,4.3,high
9456,Paris,481952,49,2020,1,0,0,3.5,medium
9457,Lyon,467421,83,2019,2,0,0,3.5,medium
9458,Lyon,513588,82,2022,2,1,1,4.3,medium
9459,Paris,613421,47,2024,1,0,0,4.0,high
9460,Paris,837006,58,2014,2,0,0,4.0,high
9461,Marseille,429167,120,2019,3,0,0,3.3999999999999995,medium
9462,Lyon,483045,96,2023,1,1,0,3.5,medium
9463,Marseille,662087,149,2016,2,1,0,3.6999999999999993,medium
9464,Paris,554769,34,2024,1,0,0,3.7,high
9465,Paris,985277,93,2007,1,1,0,3.2,medium
9466,Lyon,472103,93,2005,2,1,0,3.2,medium
9467,Lyon,564808,81,2020,2,0,1,4.5,high
9468,Lyon,374545,75,2010,2,1,0,3.5,medium
9469,Paris,505081,77,2009,2,0,0,3.0,low
9470,Paris,266192,32,2006,1,0,0,2.6000000000000005,medium
9471,Marseille,598594,136,2012,3,1,0,3.3999999999999995,medium
9472,Paris,730783,68,2014,1,1,0,3.5,medium
9473,Paris,815625,97,2014,1,0,0,3.2,medium
9474,Lyon,123664,61,2012,2,0,0,2.7,low
9475,Marseille,150424,60,2014,1,0,0,1.9999999999999998,low
9476,Marseille,588196,108,2015,2,0,1,4.1,high
9477,Lyon,567774,90,2021,1,0,1,3.7,medium
9478,Marseille,510356,83,2020,1,1,1,4.1,high
9479,Paris,193572,21,2020,1,0,0,3.2,medium
9480,Lyon,326798,50,2011,1,1,0,3.7,high
9481,Lyon,494172,93,2023,2,1,0,3.8,medium
9482,Lyon,203252,55,2010,1,1,0,2.7,low
9483,Paris,730758,80,2009,1,0,0,3.2,medium
9484,Marseille,354512,60,2016,1,1,0,3.5999999999999996,high
9485,Marseille,256919,60,2011,1,0,0,2.5,medium
9486,Lyon,353592,55,2012,2,1,0,4.0,high
9487,Marseille,255154,81,2012,1,1,0,2.3,low
9488,Paris,1001733,86,2020,2,0,1,4.3,medium
9489,Lyon,626378,93,2021,1,0,0,3.7,high
9490,Lyon,420038,69,2015,2,1,0,3.5,medium
9491,Paris,586020,70,2015,1,0,0,3.2,medium
9492,Lyon,620363,107,2015,3,0,0,4.0,high
9493,Marseille,332075,103,2011,3,1,1,3.3999999999999995,low
9494,Paris,343780,44,2007,1,0,0,2.9000000000000004,medium
9495,Marseille,456819,112,2006,3,0,0,2.8,medium
9496,Lyon,441596,73,2008,2,1,0,3.5,medium
9497,Marseille,819335,137,2016,2,1,1,4.699999999999999,high
9498,Lyon,282940,104,2005,2,1,1,3.5,low
9499,Paris,780401,76,2008,2,0,0,3.5,medium
9500,Lyon,505296,84,2014,1,0,1,3.4000000000000004,medium
9501,Paris,211930,23,2011,1,0,0,2.9000000000000004,medium
9502,Lyon,675093,123,2019,2,1,0,4.1,medium
9503,Marseille,263492,60,2014,1,1,0,2.8,medium
9504,Marseille,385114,114,2009,3,1,0,3.3999999999999995,medium
9505,Marseille,489349,107,2009,3,1,1,3.8999999999999995,medium
9506,Lyon,312700,50,2007,1,1,0,2.9000000000000004,medium
9507,Marseille,536488,140,2012,3,1,0,3.3999999999999995,medium
9508,Lyon,609244,100,2011,2,0,0,3.7,high
9509,Marseille,450581,83,2011,2,1,0,3.5999999999999996,high
9510,Marseille,430435,86,2019,2,1,1,3.8999999999999995,medium
9511,Paris,384565,39,2010,1,0,0,2.9000000000000004,medium
9512,Lyon,290710,50,2016,1,1,0,3.5,medium
9513,Marseille,270023,60,2010,2,0,0,3.3,high
9514,Lyon,526819,94,2008,1,0,0,2.9000000000000004,medium
9515,Lyon,312658,53,2010,2,1,0,3.5,medium
9516,Marseille,579791,145,2014,3,0,1,3.5999999999999996,medium
9517,Lyon,318523,65,2005,2,1,0,3.2,medium
9518,Lyon,503458,78,2014,2,1,0,4.0,high
9519,Marseille,255402,141,2011,2,1,0,2.8999999999999995,low
9520,Lyon,504717,82,2009,2,1,1,4.0,medium
9521,Lyon,470995,60,2018,2,1,0,4.3,high
9522,Lyon,317161,76,2017,1,0,0,3.2,medium
9523,Paris,756528,69,2015,1,0,0,3.2,medium
9524,Paris,645377,67,2018,2,1,0,4.1,medium
9525,Marseille,356353,103,2009,3,1,1,3.3999999999999995,low
9526,Marseille,263412,60,2010,2,0,0,2.8,medium
9527,Marseille,482371,114,2014,3,1,1,3.8999999999999995,medium
9528,Marseille,499660,116,2006,3,0,1,3.3,medium
9529,Paris,801214,67,2020,2,1,0,4.1,medium
9530,Paris,369411,37,2009,1,0,0,2.9000000000000004,medium
9531,Paris,552799,54,2012,1,0,0,3.2,medium
9532,Lyon,588850,122,2011,2,1,0,3.8,medium
9533,Lyon,406486,64,2009,2,0,0,3.7,high
9534,Lyon,349277,65,2010,1,0,0,2.9000000000000004,medium
9535,Lyon,428399,83,2013,2,1,0,3.5,medium
9536,Paris,731840,58,2022,1,1,0,4.3,high
9537,Lyon,427253,87,2019,2,1,0,3.8,medium
9538,Paris,483787,49,2014,1,0,0,3.2,medium
9539,Lyon,349936,71,2023,1,0,0,3.2,medium
9540,Lyon,422613,67,2005,2,0,0,3.4000000000000004,high
9541,Paris,425521,48,2005,1,0,0,2.9000000000000004,medium
9542,Lyon,447159,77,2021,2,1,0,3.8,medium
9543,Marseille,209063,62,2010,1,0,0,2.5,medium
9544,Marseille,362875,71,2022,1,1,0,3.5999999999999996,high
9545,Paris,935336,90,2012,1,0,0,3.2,medium
9546,Paris,537283,41,2010,1,0,0,3.7,high
9547,Lyon,440178,78,2006,2,0,0,2.9000000000000004,medium
9548,Paris,536555,49,2011,1,0,0,3.2,medium
9549,Marseille,545814,140,2008,3,0,1,3.5999999999999996,medium
9550,Paris,758696,73,2021,1,0,0,3.5,medium
9551,Marseille,286736,66,2011,2,0,0,2.8,medium
9552,Lyon,933975,111,2018,3,1,1,5.0,high
9553,Lyon,462998,84,2017,2,1,1,4.3,medium
9554,Marseille,269539,60,2024,1,0,0,3.3,high
9555,Marseille,484321,94,2019,2,1,1,3.8999999999999995,medium
9556,Marseille,853195,159,2014,4,1,0,4.199999999999999,high
9557,Marseille,409264,93,2023,1,0,1,3.3,medium
9558,Marseille,316688,60,2015,2,0,0,3.3,high
9559,Lyon,193039,91,2020,1,0,0,2.7,low
9560,Marseille,920899,131,2024,2,1,1,4.699999999999999,high
9561,Marseille,340987,88,2018,1,0,1,3.3,medium
9562,Paris,893554,67,2018,2,1,0,4.6,high
9563,Paris,556500,53,2016,2,1,0,4.1,medium
9564,Lyon,240015,51,2007,1,0,0,2.6000000000000005,medium
9565,Paris,276596,22,2013,1,0,0,3.4000000000000004,high
9566,Lyon,419052,90,2012,1,1,0,3.2,medium
9567,Paris,429449,73,2009,1,0,0,2.7,low
9568,Marseille,661774,93,2024,1,0,0,1.0,scam
9569,Lyon,396952,50,2019,1,0,0,3.7,high
9570,Paris,1000994,81,2017,1,0,1,4.0,medium
9571,Marseille,346212,90,2022,1,1,0,3.0999999999999996,medium
9572,Lyon,507281,89,2011,1,0,0,2.9000000000000004,medium
9573,Paris,787957,71,2011,1,0,0,3.2,medium
9574,Paris,897937,87,2016,1,1,0,3.8,medium
9575,Lyon,224841,53,2010,1,0,0,2.9000000000000004,medium
9576,Marseille,423763,112,2023,3,1,0,3.6999999999999993,medium
9577,Marseille,611878,88,2022,2,1,0,3.8999999999999995,high
9578,Lyon,407303,75,2014,1,1,0,3.2,medium
9579,Paris,686922,50,2013,2,0,0,4.0,high
9580,Lyon,497324,101,2005,2,1,1,3.5,low
9581,Paris,267123,27,2022,1,0,0,3.2,medium
9582,Lyon,485444,99,2023,1,1,0,3.5,medium
9583,Paris,430675,40,2006,1,0,0,2.9000000000000004,medium
9584,Marseille,302821,115,2021,3,1,1,3.6999999999999993,low
9585,Paris,509001,37,2022,1,0,0,3.7,high
9586,Marseille,598025,172,2013,3,0,0,3.0999999999999996,medium
9587,Paris,670573,43,2019,1,0,0,4.0,high
9588,Marseille,395448,93,2012,2,1,0,3.0999999999999996,medium
9589,Lyon,711226,101,2021,3,1,1,4.6,medium
9590,Lyon,481256,94,2015,1,0,0,2.9000000000000004,medium
9591,Lyon,331374,68,2007,2,0,0,2.9000000000000004,medium
9592,Marseille,344908,111,2010,2,1,0,2.8999999999999995,low
9593,Marseille,731573,180,2005,3,1,1,3.5999999999999996,medium
9594,Lyon,529131,76,2019,1,1,0,4.0,high
9595,Marseille,274040,120,2006,3,0,1,2.8,low
9596,Lyon,274642,71,2008,1,1,0,2.7,low
9597,Lyon,652702,112,2013,3,0,1,4.0,medium
9598,Lyon,554270,86,2008,1,1,0,3.7,high
9599,Paris,789136,73,2019,1,0,0,3.5,medium
9600,Lyon,278889,127,2013,2,0,1,3.5,low
9601,Marseille,254032,61,2020,2,1,0,3.3999999999999995,medium
9602,Paris,550225,51,2017,2,0,0,3.8,medium
9603,Paris,595226,54,2008,2,1,0,3.8,medium
9604,Marseille,843080,157,2013,3,1,0,3.8999999999999995,high
9605,Lyon,373502,50,2015,2,1,0,4.0,high
9606,Paris,500934,62,2007,1,0,0,2.9000000000000004,medium
9607,Marseille,393268,132,2016,2,1,1,3.6999999999999993,low
9608,Paris,350295,31,2010,1,0,0,3.4000000000000004,high
9609,Paris,491053,41,2023,1,0,0,4.0,high
9610,Marseille,213668,61,2015,2,1,0,3.0999999999999996,medium
9611,Paris,496322,45,2018,1,0,0,3.5,medium
9612,Marseille,350204,76,2023,1,0,0,3.3,high
9613,Marseille,269445,60,2005,1,0,0,2.7,high
9614,Marseille,697416,176,2006,3,1,0,3.0999999999999996,medium
9615,Paris,750211,63,2024,1,1,0,3.8,medium
9616,Paris,338160,38,2013,1,0,0,2.9000000000000004,medium
9617,Marseille,667856,120,2017,3,0,1,4.3999999999999995,high
9618,Lyon,722490,128,2014,2,0,1,4.0,medium
9619,Paris,700019,67,2011,2,1,0,3.8,medium
9620,Marseille,560935,126,2011,3,0,1,3.5999999999999996,medium
9621,Lyon,257367,53,2017,2,1,0,3.8,medium
9622,Lyon,862029,123,2006,2,1,0,4.0,high
9623,Lyon,565353,90,2014,1,0,1,3.4000000000000004,medium
9624,Lyon,556975,104,2005,2,1,0,3.5,medium
9625,Lyon,233082,50,2015,1,1,0,3.2,medium
9626,Marseille,638447,130,2011,3,1,1,3.8999999999999995,medium
9627,Paris,799241,68,2022,1,0,0,4.0,high
9628,Lyon,500212,63,2022,2,0,0,4.0,high
9629,Marseille,638335,128,2012,2,1,1,3.8999999999999995,medium
9630,Paris,1021999,92,2023,1,0,0,3.5,medium
9631,Lyon,466267,92,2006,2,0,1,3.4000000000000004,medium
9632,Lyon,461041,88,2024,2,0,0,3.5,medium
9633,Marseille,318772,97,2006,2,1,0,2.8,medium
9634,Paris,714818,67,2020,1,1,0,3.8,medium
9635,Paris,894071,61,2023,1,1,0,4.3,high
9636,Lyon,278378,50,2007,1,0,0,2.6000000000000005,medium
9637,Marseille,285632,107,2017,2,1,0,3.1999999999999993,low
9638,Marseille,296082,90,2023,2,1,1,3.3999999999999995,low
9639,Marseille,253637,91,2006,1,0,0,1.6999999999999997,low
9640,Lyon,332514,83,2009,1,1,1,3.2,low
9641,Marseille,610672,118,2016,2,0,0,3.8999999999999995,high
9642,Paris,997931,84,2021,2,0,0,4.3,high
9643,Marseille,248392,70,2006,2,0,0,2.5,medium
9644,Marseille,254194,60,2020,1,0,0,2.8,medium
9645,Lyon,298065,66,2013,2,1,0,3.5,medium
9646,Lyon,559134,88,2012,2,1,1,4.0,medium
9647,Paris,774658,53,2024,2,0,0,4.3,high
9648,Marseille,256200,60,2016,1,0,0,2.8,medium
9649,Marseille,586806,83,2023,2,1,0,3.8999999999999995,high
9650,Marseille,456292,130,2024,3,1,1,3.6999999999999993,low
9651,Marseille,699748,123,2021,3,0,0,3.8999999999999995,high
9652,Marseille,434432,100,2023,2,1,0,3.3999999999999995,medium
9653,Lyon,540491,80,2022,1,1,0,4.0,high
9654,Lyon,392504,77,2019,2,0,0,3.5,medium
9655,Paris,1058399,69,2021,1,1,0,4.3,high
9656,Lyon,1008957,150,2009,3,1,0,4.3,high
9657,Paris,165316,20,2009,1,0,0,2.9000000000000004,medium
9658,Lyon,585472,90,2024,2,0,1,4.0,medium
9659,Lyon,393252,70,2009,1,0,0,2.9000000000000004,medium
9660,Marseille,600914,136,2022,3,1,0,3.6999999999999993,medium
9661,Paris,550341,43,2021,1,0,0,4.0,high
9662,Marseille,193245,60,2007,2,0,0,2.5,medium
9663,Paris,734348,58,2024,2,0,0,4.3,high
9664,Marseille,345772,98,2009,2,1,1,3.0999999999999996,low
9665,Paris,903481,83,2024,1,0,1,4.0,medium
9666,Lyon,415608,59,2019,2,1,0,4.3,high
9667,Lyon,302655,50,2023,2,0,0,4.0,high
9668,Lyon,276602,79,2005,1,1,0,2.4000000000000004,low
9669,Marseille,237951,75,2013,1,1,0,2.3,low
9670,Lyon,277306,66,2014,2,0,0,3.2,medium
9671,Paris,782878,57,2016,1,0,0,4.0,high
9672,Paris,311211,28,2024,1,0,0,3.7,high
9673,Marseille,438971,97,2012,2,1,0,3.0999999999999996,medium
9674,Marseille,321491,60,2023,2,1,0,3.8999999999999995,high
9675,Paris,422294,52,2005,1,0,0,2.9000000000000004,medium
9676,Paris,337099,28,2019,1,0,0,3.7,high
9677,Paris,794462,52,2023,2,1,0,4.6,high
9678,Lyon,226242,50,2006,2,0,0,2.9000000000000004,medium
9679,Paris,836914,75,2021,2,0,0,4.3,high
9680,Lyon,266111,50,2006,2,1,0,3.2,medium
9681,Paris,885431,80,2011,1,0,0,3.2,medium
9682,Marseille,381993,60,2019,1,1,0,3.5999999999999996,high
9683,Marseille,378148,136,2009,2,1,1,3.3999999999999995,low
9684,Paris,239676,52,2018,2,1,0,3.5999999999999996,low
9685,Lyon,549390,104,2011,3,1,1,4.3,medium
9686,Paris,427438,41,2015,1,0,0,3.2,medium
9687,Paris,454216,55,2015,2,0,0,3.5,medium
9688,Lyon,534920,73,2019,1,0,0,3.7,high
9689,Lyon,242329,85,2007,2,1,0,2.7,low
9690,Paris,378591,29,2014,1,0,0,3.4000000000000004,high
9691,Marseille,422843,81,2012,2,0,1,3.3,medium
9692,Paris,215242,26,2009,1,0,0,2.9000000000000004,medium
9693,Lyon,420420,78,2009,2,0,0,3.2,medium
9694,Marseille,317571,82,2016,1,0,0,2.8,medium
9695,Paris,701075,77,2008,2,0,0,3.5,medium
9696,Lyon,263281,50,2013,2,0,0,3.2,medium
9697,Lyon,464493,81,2019,2,0,0,3.5,medium
9698,Paris,630682,73,2005,2,0,0,3.2,medium
9699,Lyon,625189,108,2008,3,1,1,4.3,medium
9700,Paris,407757,46,2005,1,0,0,2.9000000000000004,medium
9701,Lyon,219422,52,2010,2,1,0,3.0,low
9702,Marseille,344365,118,2014,3,0,0,2.5999999999999996,low
9703,Lyon,312194,72,2007,2,1,0,3.2,medium
9704,Lyon,786349,126,2020,3,1,0,4.1,medium
9705,Paris,953323,71,2017,2,0,0,4.3,high
9706,Lyon,435148,99,2005,1,1,1,2.9000000000000004,low
9707,Paris,274771,24,2021,1,0,0,3.7,high
9708,Marseille,519107,134,2009,3,1,1,3.8999999999999995,medium
9709,Lyon,520922,66,2024,1,0,0,3.7,high
9710,Marseille,856435,168,2006,3,1,1,3.5999999999999996,medium
9711,Lyon,268900,50,2008,2,1,0,3.5,medium
9712,Lyon,880117,101,2021,2,0,0,1.8,scam
9713,Paris,670522,53,2008,2,0,0,4.0,high
9714,Lyon,654061,112,2024,3,1,0,4.1,medium
9715,Lyon,460856,67,2014,2,0,0,3.7,high
9716,Marseille,644201,103,2015,2,1,1,4.3999999999999995,high
9717,Lyon,852061,116,2019,2,1,1,4.6,medium
9718,Lyon,500391,82,2023,1,0,1,3.7,medium
9719,Lyon,285473,72,2022,2,1,0,3.3,low
9720,Lyon,685075,87,2018,2,1,1,4.8,high
9721,Paris,673384,62,2006,1,0,0,2.9000000000000004,medium
9722,Marseille,422112,125,2019,2,0,0,3.3999999999999995,medium
9723,Lyon,431009,97,2024,1,1,0,3.5,medium
9724,Marseille,476101,146,2006,3,0,1,2.8,low
9725,Paris,989034,86,2016,1,0,0,4.0,high
9726,Lyon,744356,111,2010,2,1,1,4.3,medium
9727,Paris,658116,63,2021,2,0,0,3.8,medium
9728,Lyon,194900,62,2015,2,0,0,2.7,low
9729,Lyon,461715,89,2010,2,1,1,4.0,medium
9730,Marseille,534490,180,2011,4,1,1,3.6999999999999993,low
9731,Lyon,446936,89,2019,2,1,0,3.8,medium
9732,Paris,724371,63,2005,2,1,0,3.5,medium
9733,Lyon,124115,50,2005,2,1,0,2.7,low
9734,Lyon,626014,107,2016,2,1,0,4.1,medium
9735,Marseille,529242,108,2021,3,1,0,4.199999999999999,high
9736,Lyon,209014,66,2021,1,0,0,2.7,low
9737,Paris,562292,46,2007,1,0,0,3.4000000000000004,high
9738,Paris,750086,60,2017,2,1,0,4.6,high
9739,Lyon,984174,136,2023,2,1,0,4.6,high
9740,Lyon,440717,77,2020,2,0,0,3.5,medium
9741,Marseille,356313,80,2013,2,1,0,3.0999999999999996,medium
9742,Lyon,723442,96,2017,1,1,0,4.0,high
9743,Lyon,505037,106,2019,2,1,1,4.1,low
9744,Marseille,311260,63,2021,1,0,0,3.3,high
9745,Marseille,279668,60,2012,1,0,0,3.0,high
9746,Marseille,627356,97,2024,1,0,0,3.3,high
9747,Marseille,361034,67,2018,2,1,0,3.8999999999999995,high
9748,Paris,573094,50,2016,2,0,0,4.3,high
9749,Lyon,369312,86,2006,2,1,1,3.2,low
9750,Marseille,459293,97,2010,1,1,1,3.3,medium
9751,Lyon,331381,50,2021,1,0,0,3.7,high
9752,Marseille,350053,89,2010,2,0,1,3.3,medium
9753,Lyon,309988,62,2006,2,0,0,2.9000000000000004,medium
9754,Marseille,706920,148,2006,2,1,0,3.0999999999999996,medium
9755,Marseille,646726,125,2021,2,0,1,3.8999999999999995,medium
9756,Marseille,411306,69,2021,1,0,0,3.3,high
9757,Paris,512977,50,2016,2,0,0,3.8,medium
9758,Lyon,280081,50,2019,2,0,0,3.5,medium
9759,Paris,933887,78,2013,1,0,0,3.7,high
9760,Lyon,570952,84,2015,1,1,1,3.7,medium
9761,Lyon,319740,50,2023,2,1,0,4.3,high
9762,Paris,732609,58,2015,1,1,0,4.0,high
9763,Paris,562260,53,2022,2,0,0,3.8,medium
9764,Lyon,505052,79,2014,1,0,0,3.4000000000000004,high
9765,Marseille,472910,88,2012,1,0,1,3.5,high
9766,Paris,659149,72,2019,1,1,0,3.8,medium
9767,Paris,917486,77,2020,1,1,0,3.8,medium
9768,Paris,640789,79,2017,1,0,0,3.5,medium
9769,Paris,493920,49,2010,1,0,0,3.2,medium
9770,Lyon,869767,142,2012,2,1,1,4.3,medium
9771,Marseille,208452,60,2023,1,0,0,2.8,medium
9772,Marseille,663998,174,2006,4,1,0,3.3999999999999995,medium
9773,Marseille,550897,137,2012,3,1,1,3.8999999999999995,medium
9774,Lyon,340789,66,2011,1,1,0,3.2,medium
9775,Marseille,198047,60,2014,2,0,0,2.8,medium
9776,Paris,649005,67,2010,1,0,0,3.2,medium
9777,Paris,591465,64,2009,1,0,0,3.2,medium
9778,Lyon,385709,50,2024,1,1,0,4.0,high
9779,Lyon,763781,103,2020,2,0,1,4.8,high
9780,Paris,492994,43,2013,1,0,0,3.7,high
9781,Lyon,460654,81,2021,1,1,1,4.0,medium
9782,Marseille,344535,96,2020,1,0,0,2.8,medium
9783,Paris,568512,55,2013,1,0,0,3.2,medium
9784,Marseille,449720,77,2024,2,0,0,3.5999999999999996,high
9785,Marseille,550435,129,2013,3,1,0,3.3999999999999995,medium
9786,Lyon,737837,121,2005,2,1,1,4.0,medium
9787,Lyon,308685,55,2006,1,0,0,2.6000000000000005,medium
9788,Lyon,352200,62,2006,2,0,0,2.9000000000000004,medium
9789,Marseille,226644,103,2006,2,1,0,2.5999999999999996,low
9790,Marseille,259629,60,2006,1,1,0,2.5,medium
9791,Marseille,467961,134,2010,2,1,1,3.3999999999999995,low
9792,Paris,451092,51,2008,1,0,0,3.2,medium
9793,Marseille,521297,110,2021,2,0,0,3.8999999999999995,high
9794,Paris,429202,40,2014,1,0,0,3.2,medium
9795,Lyon,322831,74,2007,1,1,0,2.9000000000000004,medium
9796,Paris,855737,70,2021,1,0,0,4.0,high
9797,Marseille,644786,180,2006,3,1,1,3.0999999999999996,low
9798,Lyon,476367,98,2023,1,1,0,3.5,medium
9799,Paris,759044,70,2021,1,1,0,3.8,medium
9800,Paris,927881,100,2010,3,0,0,3.5,medium
9801,Lyon,228586,50,2016,2,0,0,3.5,medium
9802,Lyon,541087,124,2008,2,0,0,3.5,medium
9803,Marseille,380870,119,2019,3,0,0,3.3999999999999995,medium
9804,Lyon,673888,119,2018,2,1,1,4.6,medium
9805,Lyon,255246,50,2010,1,0,0,2.9000000000000004,medium
9806,Paris,862937,71,2019,1,0,0,4.0,high
9807,Lyon,398571,50,2022,2,0,0,4.0,high
9808,Paris,903336,73,2008,1,0,0,3.7,high
9809,Paris,1129547,83,2016,1,0,0,4.0,high
