id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
7673,Marseille,1,63,267706,2015,0,0,2.5,medium
7674,Lyon,2,99,506490,2007,1,0,3.2,medium
7675,Marseille,3,118,648508,2012,1,1,3.8999999999999995,medium
7676,Lyon,3,120,597641,2015,1,1,3.8,low
7677,Marseille,1,70,340851,2018,0,0,3.3,high
7678,Marseille,2,94,350067,2006,1,0,2.8,medium
7679,Lyon,3,121,815363,2024,0,1,4.3,medium
7680,Lyon,1,98,541611,2007,1,1,3.4000000000000004,medium
7681,Paris,1,44,522486,2022,0,0,4.0,high
7682,Paris,2,66,755110,2014,0,0,4.0,high
7683,Marseille,2,93,460029,2022,0,1,3.5999999999999996,medium
7684,Lyon,1,95,421812,2016,1,1,3.5,low
7685,Lyon,2,50,276115,2008,0,0,3.2,medium
7686,Marseille,3,180,751597,2010,1,1,3.8999999999999995,medium
7687,Lyon,2,82,498281,2012,1,0,3.5,medium
7688,Lyon,2,72,391698,2017,1,0,3.8,medium
7689,Marseille,2,149,709529,2017,1,1,4.199999999999999,medium
7690,Paris,1,74,610303,2011,0,0,3.2,medium
7691,Lyon,2,80,406514,2006,1,0,3.2,medium
7692,Marseille,1,60,259296,2010,0,0,2.5,medium
7693,Lyon,2,115,678530,2020,1,0,4.1,medium
7694,Paris,2,58,728570,2016,0,0,4.3,high
7695,Lyon,1,74,474844,2009,0,0,3.4000000000000004,high
7696,Marseille,3,121,363733,2010,0,1,3.0999999999999996,low
7697,Paris,2,53,574602,2011,1,0,3.8,medium
7698,Lyon,2,80,330656,2007,0,0,2.9000000000000004,medium
7699,Lyon,3,100,785990,2014,1,1,4.5,high
7700,Lyon,3,110,703256,2019,1,1,4.6,medium
7701,Lyon,1,94,552879,2012,1,0,3.2,medium
7702,Paris,2,84,744561,2008,1,1,3.8,low
7703,Marseille,2,109,331164,2005,0,1,2.8,low
7704,Marseille,2,129,537168,2008,1,1,3.8999999999999995,medium
7705,Lyon,2,81,573417,2023,0,0,4.0,high
7706,Marseille,2,106,583505,2019,1,1,4.199999999999999,medium
7707,Paris,2,57,792435,2024,0,0,4.3,high
7708,Marseille,1,69,294637,2012,1,0,2.8,medium
7709,Lyon,2,65,374540,2015,0,0,3.2,medium
7710,Lyon,1,50,418986,2024,1,0,4.0,high
7711,Paris,1,25,254022,2021,0,0,3.2,medium
7712,Marseille,2,89,356884,2014,0,1,3.3,medium
7713,Lyon,1,99,657139,2018,1,0,4.0,high
7714,Paris,2,53,454627,2016,0,0,3.8,medium
7715,Marseille,2,65,498248,2019,0,0,1.0999999999999999,scam
7716,Paris,1,51,409171,2018,0,0,3.5,medium
7717,Paris,1,35,450951,2020,0,0,3.7,high
7718,Marseille,2,135,675367,2020,0,1,3.8999999999999995,medium
7719,Paris,1,26,321128,2022,0,0,3.7,high
7720,Lyon,3,101,643054,2022,1,1,4.6,medium
7721,Lyon,2,50,223254,2009,1,0,3.5,medium
7722,Paris,1,24,269633,2013,0,0,3.4000000000000004,high
7723,Marseille,1,89,374292,2009,1,0,2.8,medium
7724,Marseille,4,155,647723,2007,1,0,3.3999999999999995,medium
7725,Paris,2,77,882089,2016,0,0,4.3,high
7726,Lyon,3,126,729673,2005,0,1,3.7,medium
7727,Marseille,1,89,416221,2014,1,0,2.8,medium
7728,Marseille,2,60,302914,2017,1,0,3.8999999999999995,high
7729,Lyon,2,95,567619,2011,1,0,3.5,medium
7730,Lyon,2,103,483369,2011,1,0,3.8,medium
7731,Lyon,2,50,274931,2016,1,0,3.8,medium
7732,Paris,1,72,699303,2009,0,0,3.2,medium
7733,Paris,2,64,634654,2009,0,0,3.5,medium
7734,Lyon,1,94,558727,2017,1,1,4.0,medium
7735,Lyon,2,89,494751,2020,1,1,4.3,medium
7736,Paris,1,56,703579,2021,1,0,4.3,high
7737,Marseille,1,92,401613,2016,1,1,3.5999999999999996,medium
7738,Marseille,1,69,195151,2017,0,0,2.3,low
7739,Paris,1,64,755801,2010,0,0,3.7,high
7740,Lyon,3,101,740003,2023,0,1,4.8,high
7741,Marseille,2,130,601587,2020,1,0,3.6999999999999993,medium
7742,Marseille,1,96,405655,2018,0,1,3.3,medium
7743,Paris,2,75,1086399,2013,1,0,4.3,high
7744,Lyon,2,50,255095,2021,0,0,3.5,medium
7745,Paris,1,47,675745,2023,0,0,4.0,high
7746,Paris,2,90,883328,2015,0,0,3.5,medium
7747,Lyon,1,83,587100,2012,1,0,3.7,high
7748,Paris,1,29,377371,2015,0,0,3.4000000000000004,high
7749,Paris,1,43,390581,2009,0,0,3.2,medium
7750,Paris,1,45,498193,2016,0,0,3.5,medium
7751,Lyon,1,52,263480,2020,1,0,3.5,medium
7752,Lyon,2,119,740640,2008,1,1,4.3,medium
7753,Paris,1,20,208110,2020,0,0,3.2,medium
7754,Lyon,3,139,855777,2019,1,0,4.1,medium
7755,Marseille,2,110,429412,2023,1,0,3.6999999999999993,medium
7756,Paris,2,61,546634,2007,0,0,3.2,medium
7757,Marseille,3,101,568939,2006,0,0,3.3,high
7758,Paris,2,70,644093,2005,0,0,3.2,medium
7759,Marseille,1,60,240447,2011,0,0,2.5,medium
7760,Paris,2,64,420635,2022,0,0,3.3,low
7761,Paris,2,71,854887,2023,0,0,4.3,high
7762,Marseille,2,122,521689,2016,0,0,3.3999999999999995,medium
7763,Lyon,1,50,219489,2010,0,0,2.9000000000000004,medium
7764,Paris,1,75,986303,2021,0,0,4.0,high
7765,Marseille,2,106,321541,2010,1,1,3.3999999999999995,low
7766,Marseille,1,96,413056,2018,1,0,3.0999999999999996,medium
7767,Lyon,1,50,256942,2020,1,0,3.5,medium
7768,Marseille,2,76,321195,2019,1,0,3.3999999999999995,medium
7769,Lyon,1,50,240241,2007,0,0,2.6000000000000005,medium
7770,Marseille,1,99,240681,2005,1,1,2.5,low
7771,Marseille,1,60,269905,2024,0,0,3.3,high
7772,Paris,1,86,843404,2006,0,0,2.9000000000000004,medium
7773,Marseille,1,88,384089,2015,1,0,2.8,medium
7774,Marseille,2,127,355305,2010,0,1,3.0999999999999996,low
7775,Marseille,2,120,373042,2016,1,1,3.6999999999999993,low
7776,Marseille,3,180,868922,2016,0,1,3.8999999999999995,medium
7777,Marseille,1,68,187797,2006,1,0,1.9999999999999998,low
7778,Lyon,1,50,255962,2012,0,0,2.9000000000000004,medium
7779,Paris,1,64,777097,2013,0,0,3.7,high
7780,Lyon,3,123,926357,2021,1,1,5.0,high
7781,Lyon,1,61,350571,2024,1,0,3.5,medium
7782,Paris,1,20,147368,2009,0,0,2.4000000000000004,low
7783,Marseille,2,125,544719,2024,0,1,3.8999999999999995,medium
7784,Marseille,1,80,401459,2017,1,0,3.5999999999999996,high
7785,Paris,1,56,616781,2013,0,0,3.2,medium
7786,Paris,2,65,744683,2014,0,0,4.0,high
7787,Paris,2,100,1235661,2019,1,0,4.6,high
7788,Paris,1,20,167540,2006,0,0,2.6000000000000005,medium
7789,Paris,1,72,758940,2012,0,0,3.2,medium
7790,Marseille,3,107,445597,2010,1,0,3.3999999999999995,medium
7791,Marseille,2,60,298124,2022,1,0,3.8999999999999995,high
7792,Marseille,1,66,292441,2018,0,0,3.3,high
7793,Marseille,2,121,302736,2009,0,0,2.5999999999999996,low
7794,Paris,2,59,558643,2009,0,0,3.5,medium
7795,Lyon,3,117,775006,2007,1,1,4.0,medium
7796,Paris,1,45,439934,2021,0,0,3.5,medium
7797,Marseille,2,60,320623,2015,0,0,3.3,high
7798,Paris,1,36,367634,2023,0,0,3.2,medium
7799,Lyon,1,78,353968,2007,1,0,2.9000000000000004,medium
7800,Marseille,2,93,468336,2013,1,0,3.5999999999999996,high
7801,Paris,1,25,349665,2023,0,0,3.7,high
7802,Paris,1,48,409234,2021,0,0,3.5,medium
7803,Paris,2,71,835191,2018,0,0,4.3,high
7804,Paris,2,69,515780,2010,0,0,3.5,medium
7805,Paris,2,54,580870,2006,1,0,3.5,medium
7806,Paris,1,99,986935,2007,0,0,2.9000000000000004,medium
7807,Lyon,2,89,582149,2021,1,0,4.3,high
7808,Paris,1,22,230546,2024,0,0,3.2,medium
7809,Lyon,2,84,533359,2015,0,0,3.7,high
7810,Lyon,2,50,325337,2017,0,0,4.0,high
7811,Lyon,1,95,363743,2011,1,0,2.7,low
7812,Lyon,1,62,484490,2018,0,0,3.7,high
7813,Paris,1,33,366911,2011,0,0,3.4000000000000004,high
7814,Marseille,2,60,241286,2019,0,0,3.0999999999999996,medium
7815,Marseille,2,75,340444,2017,1,0,3.3999999999999995,medium
7816,Lyon,3,120,698376,2008,1,1,4.3,medium
7817,Lyon,2,103,511463,2008,0,1,4.0,medium
7818,Marseille,1,63,237677,2011,0,0,2.5,medium
7819,Lyon,3,118,512118,2015,1,1,3.8,low
7820,Marseille,2,87,382059,2020,1,0,3.3999999999999995,medium
7821,Marseille,1,60,297686,2011,1,0,3.3,high
7822,Lyon,2,50,225277,2009,1,0,3.5,medium
7823,Lyon,2,109,563544,2014,1,1,4.3,medium
7824,Paris,1,38,256819,2009,0,0,2.4000000000000004,low
7825,Marseille,2,134,439018,2009,1,0,3.3999999999999995,medium
7826,Marseille,3,100,429031,2015,0,1,3.3,medium
7827,Marseille,2,80,533383,2020,1,0,3.8999999999999995,high
7828,Paris,2,86,1121616,2013,1,0,4.3,high
7829,Marseille,1,60,298803,2008,1,0,3.3,high
7830,Marseille,3,139,370632,2011,0,1,3.0999999999999996,low
7831,Lyon,1,91,630656,2005,1,1,3.4000000000000004,medium
7832,Lyon,2,99,425376,2013,1,1,3.5,low
7833,Lyon,2,81,596333,2024,0,0,4.0,high
7834,Paris,1,42,420323,2005,0,0,2.9000000000000004,medium
7835,Paris,1,45,578102,2015,0,0,3.7,high
7836,Marseille,4,180,942143,2009,1,1,4.199999999999999,medium
7837,Lyon,1,79,583052,2020,1,0,4.0,high
7838,Paris,2,72,416597,2011,0,0,3.0,low
7839,Paris,2,53,524931,2012,0,0,3.5,medium
7840,Paris,2,68,755438,2011,0,0,3.5,medium
7841,Paris,1,70,1017036,2019,0,0,4.0,high
7842,Marseille,1,60,201917,2006,1,0,2.5,medium
7843,Lyon,1,67,450450,2019,0,0,3.7,high
7844,Paris,2,51,528148,2010,0,0,3.5,medium
7845,Marseille,3,104,343875,2016,1,0,3.6999999999999993,medium
7846,Paris,1,46,454894,2017,0,0,3.5,medium
7847,Marseille,1,86,347772,2021,1,1,3.5999999999999996,medium
7848,Lyon,2,127,689130,2014,1,0,3.8,medium
7849,Marseille,1,60,365250,2012,1,0,3.3,high
7850,Paris,1,26,429406,2022,0,0,3.7,high
7851,Lyon,3,113,724164,2020,0,1,4.3,medium
7852,Lyon,1,50,261170,2016,1,0,3.5,medium
7853,Marseille,1,61,150939,2010,1,0,2.3,low
7854,Lyon,3,109,350203,2007,0,0,2.7,low
7855,Lyon,1,50,336341,2018,1,0,4.0,high
7856,Marseille,3,119,430728,2020,1,0,3.6999999999999993,medium
7857,Paris,2,95,1170862,2015,0,1,4.0,medium
7858,Marseille,1,73,310046,2017,0,0,2.8,medium
7859,Lyon,3,111,812566,2023,1,1,4.6,medium
7860,Marseille,2,60,334350,2016,1,0,3.8999999999999995,high
7861,Paris,1,31,324343,2018,0,0,3.2,medium
7862,Marseille,2,60,295551,2010,1,0,3.5999999999999996,high
7863,Paris,1,20,201063,2015,0,0,2.9000000000000004,medium
7864,Marseille,2,131,525569,2010,1,1,3.8999999999999995,medium
7865,Marseille,2,119,665080,2021,1,1,4.199999999999999,medium
7866,Lyon,2,97,615529,2022,0,0,4.0,high
7867,Paris,1,33,382031,2021,0,0,3.7,high
7868,Marseille,2,114,426358,2013,1,1,3.3999999999999995,low
7869,Lyon,3,133,662815,2016,1,1,4.1,low
7870,Marseille,3,180,923132,2014,1,1,3.8999999999999995,medium
7871,Marseille,2,101,430702,2017,1,0,3.6999999999999993,medium
7872,Lyon,2,62,470379,2024,0,0,4.0,high
7873,Lyon,1,51,306092,2024,1,0,3.5,medium
7874,Paris,1,40,525308,2011,0,0,3.7,high
7875,Marseille,2,88,526216,2014,1,1,4.1,high
7876,Marseille,1,92,465366,2021,1,1,3.5999999999999996,medium
7877,Lyon,1,90,365164,2012,1,1,3.2,low
7878,Paris,2,58,575121,2019,0,0,3.8,medium
7879,Marseille,1,97,346719,2009,1,0,2.8,medium
7880,Paris,1,49,552667,2010,0,0,3.7,high
7881,Lyon,1,50,131729,2008,1,0,2.7,low
7882,Paris,1,46,486342,2012,0,0,3.2,medium
7883,Marseille,2,120,413656,2006,1,1,3.0999999999999996,low
7884,Marseille,3,150,588947,2010,0,1,3.5999999999999996,medium
7885,Lyon,2,77,492444,2022,0,0,4.0,high
7886,Marseille,4,153,755663,2020,0,1,4.199999999999999,medium
7887,Paris,1,40,403865,2019,0,0,3.5,medium
7888,Lyon,1,75,698395,2024,1,0,4.0,high
7889,Marseille,1,88,515680,2018,1,0,3.5999999999999996,high
7890,Marseille,2,146,867818,2013,1,0,3.8999999999999995,high
7891,Lyon,2,90,389061,2010,1,0,3.5,medium
7892,Lyon,1,56,342905,2014,0,0,3.4000000000000004,high
7893,Lyon,1,57,371836,2024,0,0,3.7,high
7894,Paris,2,60,884276,2019,0,0,4.3,high
7895,Marseille,3,168,688043,2007,1,0,3.0999999999999996,medium
7896,Marseille,1,60,321429,2020,0,0,3.3,high
7897,Lyon,2,50,255553,2021,0,0,3.5,medium
7898,Marseille,1,95,337760,2005,0,0,2.2,medium
7899,Lyon,1,58,288223,2023,1,0,3.5,medium
7900,Paris,2,50,667507,2013,0,0,4.0,high
7901,Lyon,2,50,258827,2009,1,0,3.5,medium
7902,Paris,1,86,1101127,2021,0,0,4.0,high
7903,Paris,2,68,808089,2021,1,0,4.1,medium
7904,Paris,1,51,602122,2007,1,0,3.2,medium
7905,Lyon,2,67,286840,2023,1,0,3.8,medium
7906,Paris,1,71,670798,2021,0,0,3.5,medium
7907,Paris,1,84,990571,2013,0,0,3.7,high
7908,Marseille,1,71,265106,2011,0,0,2.5,medium
7909,Marseille,2,60,198034,2006,0,0,2.5,medium
7910,Lyon,1,99,432417,2011,1,1,3.2,low
7911,Paris,2,65,589613,2019,0,0,3.8,medium
7912,Lyon,2,50,304052,2018,0,0,4.0,high
7913,Paris,1,37,436714,2005,0,0,3.1000000000000005,high
7914,Paris,1,31,441468,2019,0,0,3.7,high
7915,Marseille,2,60,262504,2015,1,0,3.0999999999999996,medium
7916,Paris,1,37,347706,2005,0,0,2.6000000000000005,medium
7917,Lyon,1,74,268240,2011,1,0,2.7,low
7918,Paris,2,66,886541,2020,0,0,4.3,high
7919,Lyon,1,50,243184,2006,0,0,2.6000000000000005,medium
7920,Marseille,1,86,292904,2007,1,1,2.5,low
7921,Lyon,1,89,505584,2011,1,0,3.2,medium
7922,Marseille,2,124,518693,2010,1,0,3.3999999999999995,medium
7923,Lyon,1,64,649724,2022,1,0,1.5000000000000002,scam
7924,Marseille,2,145,832547,2015,1,0,3.8999999999999995,high
7925,Marseille,1,72,328515,2013,0,0,3.0,high
7926,Marseille,3,101,307404,2019,1,0,3.1999999999999993,low
7927,Marseille,2,60,336513,2016,1,0,3.8999999999999995,high
7928,Paris,1,67,788228,2020,1,0,3.8,medium
7929,Lyon,1,85,429801,2011,1,0,3.2,medium
7930,Marseille,1,60,301991,2013,0,0,3.0,high
7931,Lyon,1,50,215306,2008,1,0,3.2,medium
7932,Paris,1,40,288628,2007,0,0,2.4000000000000004,low
7933,Paris,3,100,1072977,2006,0,1,3.7,medium
7934,Paris,2,64,589149,2007,0,0,3.2,medium
7935,Paris,1,48,541742,2013,0,0,3.7,high
7936,Lyon,2,82,233900,2013,1,1,3.5,low
7937,Marseille,3,123,375141,2009,1,1,3.3999999999999995,low
7938,Lyon,1,91,509689,2010,1,1,3.7,medium
7939,Marseille,1,82,343330,2019,0,0,2.8,medium
7940,Paris,1,84,1114285,2016,0,0,4.0,high
7941,Paris,1,56,606834,2005,1,0,3.2,medium
7942,Paris,1,20,211463,2020,0,0,3.2,medium
7943,Lyon,3,118,583018,2008,1,1,3.8,low
7944,Paris,2,80,1020614,2022,1,0,4.6,high
7945,Lyon,1,75,571375,2018,0,0,3.7,high
7946,Marseille,4,155,660654,2014,1,0,3.6999999999999993,medium
7947,Paris,1,52,535863,2005,0,0,2.9000000000000004,medium
7948,Lyon,2,68,315784,2010,0,0,3.2,medium
7949,Paris,2,58,638192,2005,0,0,3.2,medium
7950,Paris,1,20,262750,2021,0,0,3.7,high
7951,Paris,1,34,347394,2005,0,0,2.6000000000000005,medium
7952,Marseille,3,120,522207,2007,1,0,3.0999999999999996,medium
7953,Lyon,3,107,599972,2012,1,1,4.3,medium
7954,Marseille,2,60,146741,2007,1,0,2.3,low
7955,Marseille,1,60,247795,2010,0,0,2.5,medium
7956,Marseille,3,117,573811,2019,1,0,4.199999999999999,high
7957,Marseille,3,106,435131,2022,0,0,3.3999999999999995,medium
7958,Lyon,1,62,484096,2020,0,0,3.7,high
7959,Lyon,1,50,194788,2010,1,0,2.7,low
7960,Marseille,2,60,312695,2007,1,0,3.3,high
7961,Marseille,2,116,439774,2009,1,1,3.3999999999999995,low
7962,Marseille,1,90,593545,2008,1,1,3.8,high
7963,Paris,1,55,545854,2010,1,0,3.5,medium
7964,Marseille,2,107,454076,2014,1,1,3.8999999999999995,medium
7965,Paris,2,82,887078,2022,0,0,3.8,medium
7966,Lyon,3,107,689505,2018,0,1,4.3,medium
7967,Marseille,4,161,535492,2005,1,0,3.3999999999999995,medium
7968,Marseille,3,133,653297,2009,1,1,3.8999999999999995,medium
7969,Lyon,2,59,288192,2011,0,0,3.2,medium
7970,Paris,2,71,659976,2013,0,0,3.5,medium
7971,Paris,1,62,611655,2016,0,0,3.5,medium
7972,Lyon,2,90,597326,2019,1,0,4.3,high
7973,Paris,1,57,567781,2010,1,0,3.5,medium
7974,Paris,1,53,603932,2021,0,0,4.0,high
7975,Paris,1,77,955279,2016,0,0,4.0,high
7976,Lyon,3,111,508986,2008,0,0,3.5,medium
7977,Lyon,3,111,732246,2021,1,1,4.6,medium
7978,Marseille,2,60,342541,2005,1,0,3.3,high
7979,Marseille,3,102,556310,2013,0,1,4.1,high
7980,Paris,1,25,318437,2012,0,0,3.4000000000000004,high
7981,Paris,1,75,937583,2020,0,0,4.0,high
7982,Paris,1,46,608856,2010,0,0,3.7,high
7983,Paris,2,76,1168292,2021,1,0,4.6,high
7984,Paris,2,61,756663,2017,0,0,4.3,high
7985,Lyon,3,120,556554,2008,1,1,3.8,low
7986,Paris,2,58,546035,2009,0,0,3.5,medium
7987,Marseille,3,139,637771,2019,1,0,3.6999999999999993,medium
7988,Paris,1,23,286887,2018,0,0,3.7,high
7989,Paris,1,76,710406,2020,0,0,3.5,medium
7990,Lyon,2,129,782725,2014,1,0,3.8,medium
7991,Marseille,3,115,546978,2009,1,1,3.8999999999999995,medium
7992,Marseille,3,152,964742,2023,0,0,3.8999999999999995,high
7993,Marseille,2,110,518506,2011,1,0,3.3999999999999995,medium
7994,Marseille,3,146,629022,2015,0,1,3.5999999999999996,medium
7995,Paris,1,22,239752,2011,0,0,2.9000000000000004,medium
7996,Paris,1,42,542425,2009,0,0,3.7,high
7997,Lyon,1,93,458651,2015,1,0,3.2,medium
7998,Paris,1,40,434259,2017,0,0,3.5,medium
7999,Marseille,1,60,340800,2012,1,0,3.3,high
8000,Paris,2,56,677273,2020,0,0,4.3,high
8001,Lyon,2,93,555454,2022,1,1,4.3,medium
8002,Lyon,2,94,452334,2012,1,1,3.5,low
8003,Marseille,3,106,645746,2012,1,0,3.8999999999999995,high
8004,Paris,2,100,1010847,2014,1,0,3.8,medium
8005,Lyon,2,72,475838,2024,1,0,4.3,high
8006,Lyon,1,54,288302,2006,0,0,2.6000000000000005,medium
8007,Marseille,3,172,813221,2007,1,1,3.5999999999999996,medium
8008,Lyon,1,89,353593,2010,1,0,2.7,low
8009,Paris,2,64,533048,2011,0,0,3.5,medium
8010,Lyon,4,150,990312,2014,1,1,4.6,medium
8011,Lyon,1,90,508115,2005,0,1,3.1000000000000005,medium
8012,Paris,1,82,657304,2007,0,0,2.9000000000000004,medium
8013,Lyon,1,80,444824,2022,1,0,3.5,medium
8014,Marseille,2,60,297253,2021,0,0,3.5999999999999996,high
8015,Lyon,2,50,269551,2014,1,0,3.5,medium
8016,Lyon,1,84,498323,2011,0,1,3.4000000000000004,medium
8017,Marseille,2,102,393452,2014,1,1,3.8999999999999995,medium
8018,Marseille,3,150,664055,2024,1,1,4.199999999999999,medium
8019,Lyon,1,50,243457,2009,0,0,2.9000000000000004,medium
8020,Lyon,1,74,276227,2009,1,0,2.7,low
8021,Lyon,2,127,763655,2016,1,1,4.6,medium
8022,Lyon,1,50,149811,2009,0,0,2.4000000000000004,low
8023,Paris,2,66,743183,2009,1,0,3.8,medium
8024,Lyon,1,67,458155,2022,0,0,3.7,high
8025,Lyon,1,66,482891,2020,0,0,3.7,high
8026,Paris,1,65,700558,2012,0,0,3.2,medium
8027,Lyon,1,64,535043,2024,1,0,4.0,high
8028,Paris,2,70,1141621,2021,0,0,4.3,high
8029,Marseille,2,128,409179,2016,1,1,3.6999999999999993,low
8030,Lyon,2,101,585017,2016,1,1,4.6,medium
8031,Lyon,2,73,543618,2020,0,0,4.0,high
8032,Marseille,3,141,783228,2019,1,1,4.199999999999999,medium
8033,Lyon,1,65,523809,2022,1,0,4.0,high
8034,Lyon,1,70,463324,2015,0,0,3.4000000000000004,high
8035,Paris,1,53,474382,2023,0,0,3.5,medium
8036,Paris,1,50,542717,2008,0,0,3.2,medium
8037,Paris,1,65,512484,2006,0,0,2.9000000000000004,medium
8038,Lyon,3,120,722704,2018,1,0,4.1,medium
8039,Lyon,2,111,377047,2008,1,1,3.8,low
8040,Paris,2,68,502637,2005,0,0,2.7,low
8041,Paris,1,80,1137309,2015,1,0,4.0,high
8042,Lyon,1,56,284434,2006,0,0,2.6000000000000005,medium
8043,Paris,1,57,726884,2023,0,0,4.0,high
8044,Marseille,4,156,631136,2017,1,0,3.999999999999999,medium
8045,Paris,2,57,689390,2019,0,0,4.3,high
8046,Paris,1,48,434520,2009,0,0,3.2,medium
8047,Lyon,3,120,975825,2019,1,0,4.6,high
8048,Lyon,2,98,708298,2024,0,1,4.5,high
8049,Marseille,1,93,404618,2016,0,1,3.3,medium
8050,Paris,2,75,866499,2023,0,0,4.3,high
8051,Paris,2,71,767144,2005,0,0,3.2,medium
8052,Marseille,1,78,343668,2011,0,0,3.0,high
8053,Paris,1,90,1049913,2016,0,0,4.0,high
8054,Marseille,2,77,288832,2010,1,0,3.0999999999999996,medium
8055,Paris,2,71,746942,2012,1,0,3.8,medium
8056,Paris,1,46,623835,2024,0,0,4.0,high
8057,Lyon,1,50,383076,2018,0,0,3.7,high
8058,Paris,1,53,481804,2012,1,0,3.5,medium
8059,Lyon,2,50,291508,2010,1,0,3.5,medium
8060,Paris,1,67,930831,2020,0,0,4.0,high
8061,Lyon,1,96,334023,2006,0,1,2.6000000000000005,low
8062,Marseille,2,60,283414,2018,1,0,3.3999999999999995,medium
8063,Paris,1,69,457807,2013,1,0,3.0,low
8064,Marseille,1,60,222072,2022,0,0,2.8,medium
8065,Marseille,2,135,530358,2015,1,1,3.8999999999999995,medium
8066,Lyon,2,93,520460,2010,1,0,3.5,medium
8067,Lyon,1,89,817658,2024,1,1,4.5,high
8068,Paris,1,32,267074,2007,0,0,2.6000000000000005,medium
8069,Marseille,1,67,304514,2005,0,0,2.7,high
8070,Paris,2,100,939480,2014,0,0,3.5,medium
8071,Marseille,3,120,733569,2019,1,1,4.699999999999999,high
8072,Marseille,3,107,359639,2005,1,1,3.0999999999999996,low
8073,Paris,1,36,313849,2007,0,0,2.6000000000000005,medium
8074,Marseille,2,96,436063,2007,0,1,3.0,medium
8075,Marseille,2,127,803276,2020,1,0,4.199999999999999,high
8076,Marseille,3,162,505734,2014,1,1,3.3999999999999995,low
8077,Marseille,1,99,558379,2014,1,0,3.3,high
8078,Lyon,1,63,331930,2007,0,0,2.6000000000000005,medium
8079,Lyon,2,120,806655,2017,1,1,4.6,medium
8080,Marseille,2,137,660060,2018,0,1,3.8999999999999995,medium
8081,Paris,1,44,494702,2011,0,0,3.7,high
8082,Paris,2,63,487036,2005,0,0,3.2,medium
8083,Marseille,2,124,546028,2010,1,0,3.3999999999999995,medium
8084,Lyon,2,99,543012,2005,1,1,3.7,medium
8085,Marseille,2,127,434631,2006,1,0,3.0999999999999996,medium
8086,Marseille,2,111,549000,2014,1,1,3.8999999999999995,medium
8087,Marseille,2,62,273073,2024,0,0,3.5999999999999996,high
8088,Marseille,2,138,618705,2006,0,0,3.3,high
8089,Marseille,1,86,322215,2015,1,1,2.8,low
8090,Lyon,2,93,703060,2021,1,0,4.3,high
8091,Lyon,1,78,470605,2012,1,0,3.2,medium
8092,Marseille,1,60,275561,2018,1,0,3.0999999999999996,medium
8093,Paris,2,54,552413,2006,0,0,3.2,medium
8094,Marseille,3,138,486482,2019,1,1,3.6999999999999993,low
8095,Lyon,2,96,610966,2024,1,1,4.3,medium
8096,Paris,1,29,420856,2023,0,0,3.7,high
8097,Marseille,1,81,317105,2017,1,1,3.5999999999999996,medium
8098,Lyon,1,65,351892,2017,0,0,3.2,medium
8099,Paris,2,50,392055,2006,0,0,3.2,medium
8100,Paris,1,48,678858,2024,0,0,4.0,high
8101,Lyon,1,89,348767,2014,1,1,3.2,low
8102,Marseille,2,126,434293,2014,1,1,3.3999999999999995,low
8103,Lyon,1,81,420390,2012,1,1,3.7,medium
8104,Marseille,2,115,659683,2018,1,0,4.199999999999999,high
8105,Paris,1,20,203242,2020,0,0,3.2,medium
8106,Paris,1,48,550467,2013,0,0,3.7,high
8107,Paris,1,76,675114,2016,0,0,3.5,medium
8108,Paris,1,51,585683,2022,0,0,4.0,high
8109,Lyon,2,57,241225,2007,0,0,2.9000000000000004,medium
8110,Paris,1,79,732136,2023,0,0,3.5,medium
8111,Paris,1,66,882315,2013,0,0,3.7,high
8112,Lyon,3,102,590011,2015,1,1,4.3,medium
8113,Paris,1,82,1041753,2016,1,0,4.3,high
8114,Lyon,2,93,588945,2013,1,1,4.0,medium
8115,Paris,2,88,1168866,2012,0,0,4.0,high
8116,Lyon,2,108,635665,2020,0,0,4.3,high
8117,Lyon,2,88,549938,2006,0,0,3.4000000000000004,high
8118,Paris,1,45,595379,2017,0,0,4.0,high
8119,Marseille,1,60,309130,2022,1,0,3.5999999999999996,high
8120,Lyon,2,69,458983,2007,1,0,3.7,high
8121,Lyon,2,95,490073,2007,0,0,2.9000000000000004,medium
8122,Marseille,1,74,310499,2018,1,0,3.0999999999999996,medium
8123,Lyon,3,123,496642,2010,1,1,3.8,low
8124,Marseille,1,87,457654,2022,1,0,3.5999999999999996,high
8125,Marseille,1,60,194488,2007,1,0,2.5,medium
8126,Paris,1,57,398486,2006,0,0,2.4000000000000004,low
8127,Marseille,3,180,956419,2023,1,1,4.199999999999999,medium
8128,Paris,2,65,726262,2024,0,0,4.3,high
8129,Paris,1,41,514489,2024,0,0,4.0,high
8130,Lyon,2,77,567865,2012,0,0,3.7,high
8131,Marseille,2,68,233495,2024,0,0,3.0999999999999996,medium
8132,Lyon,2,80,481990,2023,1,0,3.8,medium
8133,Marseille,3,125,530434,2006,0,1,3.3,medium
8134,Marseille,1,60,171663,2019,0,0,2.3,low
8135,Paris,1,50,690127,2012,0,0,3.7,high
8136,Lyon,2,105,834722,2023,1,1,5.0,high
8137,Paris,1,41,332711,2008,0,0,3.2,medium
8138,Lyon,4,150,819406,2020,1,1,4.8999999999999995,medium
8139,Marseille,2,86,558467,2017,1,1,4.3999999999999995,high
